,구분,기업명,대표자,설립년도,업종,업태,시설원예,한우,낙농,육우,양돈,양계,오리,사슴,양봉,곤충,말,제조(도매),제조(소매),"수입(제조, 도매)",수입(소매),국내(도매),국내(소매),정보통신공사 전문,우편번호,도로명 주소,지번주소,상세 주소,대표번호,FAX번호,E-MAIL,홈페이지,ICT 제품,일번 제품,총 원,관리직,연구기술직,영업직,AS가능인원
216,"시설원예, 축산",주식회사 마이크로시스템,정상국,20171120,"CCTV 제조, 통신·방송장비 및 부품 도소매, 정보통신공사 외","제조업, 도소매 외",O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,17058,경기도 용인시 처인구 명지로 116,경기도 용인시 처인구 남동 555 명지대학교용인캠퍼스,명지대학교 1공학관 2층 235호,0313331161,0313331165,contact@microsystems.co.kr,www.microsystems.co.kr,"CCTV, 카메라, NVR, 정보통신공사","CCTV, 카메라, NVR, 정보통신공사",8,3,3,2,4
217,시설원예,(주)리더라이텍,장세권,20060201,제조업,전자제품 및 부품,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,14096,경기도 안양시 만안구 안양로 39,경기도 안양시 만안구 안양동 369,402호,028623189,028623190,jsk7960@hanmail.net,경기도 안양시 만안구 안양로 39,"온도, 습도, 속도센서 및 신호처리장치","LED 식물재배등,   스마트LED 무선연동디밍센서등",4,1,3,0,2
218,"시설원예, 축산",주식회사 아리건설,송광미,20180610,건설업 외,금속구조물창호공사업 외,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,54667,전라북도 익산시 평동로 501,전라북도 익산시 송학동 126-4,주식회사 아리건설,0638510610,0638510611,ari-2018@daum.net,,마그마,,8,6,0,2,3
219,"시설원예, 축산",비엔티시스템,박진환,20210125,제조업,자동제어 제조반,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,14118,경기도 안양시 동안구 엘에스로116번길 118,경기도 안양시 동안구 호계동 555-34 안양2차 SK V1 center,920,07075714778,0557159218,admin@bntsys.com,www.pnpiots.com,"IoT 게이트웨이,온도센서,습도센서,pH센서,4~20mA센서",,2,1,1,0,2
220,"시설원예, 축산",이지스마트팜,"장시정, 김태경",20180125,정보서비스,ICT장비설계,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,11508,경기도 양주시 백석읍 고릉말로 35,경기도 양주시 백석읍 방성리 114-2,1층,0318772110,0318782110,ktk0905@hanmail.net,,제트팜,,3,1,1,1,2
221,"시설원예, 축산",(주)한국아이티에스,하승태,20070202,건설 제조업 도매및소매업,"통신공사 유무선방송음향통신장비제조업 CCTV,CATV,전기,전자자동제어,도난방지시스템 통신기기 소프트웨어",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,38691,경상북도 경산시 옥실길 136-1,경상북도 경산시 옥곡동 694-1,(주)한국아이티에스,0538173372,0532492358,ceo@koits.net,,정보통신공사전문,,19,4,4,11,7
222,"시설원예, 축산",유한회사 만지작,정기옥,20210311,"제어 계측, 소프트웨어, 교육","제조업,도매 및 소매업,서비스업",O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,54956,전라북도 전주시 완산구 서곡2길 24,전라북도 전주시 완산구 효자동3가 1466-2 소석빌라,1층 101호,0639087135,0639087136,homoaroma@naver.com,,환경정보수집장치,환경정보수집장치,5,1,3,1,4
223,시설원예,주식회사 티와이이엔지,윤명길,20130416,"중개,수출입,전기전자통신장비 설계 서비스",도매소매 서비스,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,10495,경기도 고양시 덕양구 중앙로 542,경기도 고양시 덕양구 행신동 952 세신훼미리타운,601호,0319263020,05043116326,ljungsoo@@gmail.com,www.tyeng.com,온실통합 환경제어기,임베디드시스템,3,1,1,1,2
224,시설원예,주식회사 디에이이엔지,양은경,20200429,"스마트팜,통신기기",제조업,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,58325,전라남도 나주시 그린로 331,전라남도 나주시 빛가람동 330-6,302호,01088741376,05042940424,japper@hanmail.net,www.corpda.co.kr,시설원예용 스마트팜,,6,2,3,1,2
225,"시설원예, 축산",정진엔지니어링,최용철,20180208,"제조,도,소매,서비스","전기판넬,스마트팜,농자재 외",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,48418,부산광역시 남구 문현로66번길 21-7,부산광역시 남구 문현동 145-23 문현주택,문현주택 디동 201호,01038736397,0511111111,gamecyc@naver.com,,"스마트팜 컨트롤 판넬, 센서외",스마트팜 관련 농자재,1,1,0,0,2
226,시설원예,(주)신안그린테크,장 승 호,19991118,기계제조업,제조/제조업/서비스/도.소매,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,58027,전라남도 순천시 녹색로 1210,전라남도 순천시 인월동 58-24 신안그린테크,신안빌딩 2층,0617444111,0617441177,oksg@okshinan.com,www.okshinan.com,농업용 환기시스템 제어기,,6,2,2,2,1
227,"시설원예, 축산",코리아데이타코퍼레이션(주),이기철,19970701,전기공사업 정보통신공사업 소프트웨어개발 공장자동화,서비스 제조 도매,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,08511,서울특별시 금천구 디지털로9길 47,서울특별시 금천구 가산동 60-18 한신IT 타워2차,303-1호 (한신it2차),0220253883,0220253880,kdatacorp@kdatacorp.com,www.kdatacorp.com,낙뢰보호기 (SPD),냉방기,30,3,24,3,4
228,시설원예,동우,구광모,20011001,제조업,농업및임업용기계,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,50657,경상남도 양산시 물금읍 물금로 13,경상남도 양산시 물금읍 물금리 872-5 우리타워,117호,01075616088,0553676083,dongwoo78@,,"양액시스템, 복합환경시스템",,3,1,1,1,2
229,"시설원예, 축산",(주)보고넷,양재학,20030214,정보통신공사업,건설업,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,17936,경기도 평택시 안중읍 안중로114번길 55,경기도 평택시 안중읍 안중리 305-32 (주)보고넷,(주)보고넷,0316810102,0316825101,ice@bogonet.com,,정보통신공사전문,,8,5,1,2,5
230,"시설원예, 축산",제이앤씨시스템,백익호,20170104,건설업,정보통신공사업,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,O,34706,대전광역시 동구 산내로1257번길 59,대전광역시 동구 낭월동 736,3층,0428633113,0428643113,jncsys2017@naver.com,,"자동제어프로그램,자동제어반제조,CCTV,영상감시장치,냉동기,냉난방기",,5,3,1,1,2
231,시설원예,성운,차기룡,20130904,제조업,전자부품,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,39253,경상북도 구미시 구미대로 350-27,경상북도 구미시 신평동 188 금오공과대학교 신평동캠퍼스,"경북산학융합본부, 406호",07082569334,0544627780,ckra333@naver.com,,5G 레퍼런스 보드(스마트팜 전용),3D프린터(뉴런),6,1,5,0,1
232,시설원예,( 주)시지아이,김범신,20110121,"제조,도소매","스마트농업,어업.축산업 관련 시스템 구축,판매,설치및 유지보수",O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,57248,전라남도 장성군 남면 나노산단로 102,전라남도 장성군 남면 삼태리 862-3,(주)시지아이,0625768100,0625768181,cgiinc@naver.com,,환경제어기,음향 영상 기기 및 제어 시스템,3,1,1,1,2
233,시설원예,우림전기,김진해,19960828,도매업 정밀기계제조업,"전기용품, 자동제어장치",O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,12106,경기도 남양주시 순화궁로 249,경기도 남양주시 별내동 975-1 별내역 파라곤스퀘어,m동 825호,0315729984,0315749984,akh9650@naver.com,,우림스마트팜 (복합환경제어),우림콘트롤박스,3,1,1,1,1
234,시설원예,씨앤에프에이,최성희,20210705,제조업,도매 및 소매업,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,15847,경기도 군포시 공단로140번길 46,경기도 군포시 당정동 181-42,1310호,0314702733,0314702734,cnfa0705@naver.com,준비중,스마트 온실,,8,3,4,1,1
235,시설원예,주식회사 대한농자재,고영태,20220101,"비닐하우스시공,ICT","건설업,도소매",O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,28358,충청북도 청주시 흥덕구 동촌로8번길 22-3,충청북도 청주시 흥덕구 지동동 296,,,05040871057,kyt8057@daum.net,,팜시스센츄럴러,,1,0,0,1,1
236,시설원예,(주)골든플래닛,김동성,20090409,소프트웨어 개발 및 공급,서비스업,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,06138,서울특별시 강남구 언주로 535,서울특별시 강남구 역삼동 662-15,골든플래닛 타워 13층,025971811,025981811,vladimir@goldenplanet.co.kr,https://goldenplanet.co.kr/,G-CAMP (IoT Sensing Kit),,119,22,82,15,2
237,"시설원예, 축산",주식회사 엘지헬로비전,송구영,19950401,"TV유선방송,정보통신공사업,전기공사업 등","서비스,제조,도소매 등",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,03923,서울특별시 마포구 월드컵북로56길 19,서울특별시 마포구 상암동 1595-1 드림타워,"6층(상암동,드림타워)",01025126028,0612786116,moonwind1@lghv.net,https://www.lghellovision.net,정보통신공사 전문,,1067,573,238,256,20
238,시설원예,주식회사퍼밋,박선기,20171020,제조업,스마트팜 기기 개발,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,05835,서울특별시 송파구 정의로7길 13,서울특별시 송파구 문정동 639-5 힐스테이트에코송파,217~8호,0269597650,0269253408,firmmit@naver.com,www.firmmit.com,"초소형양액기, 팜웨어",모듈형수경재배기,31,5,25,1,5
239,시설원예,주식회사 비에스비,조일규,20210928,시스템 소프트웨어 개발 및 공급업,서비스업,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,31156,충청남도 천안시 서북구 번영로 201,충청남도 천안시 서북구 불당동 1485,741호,07051610033,07076112366,ncw@bsbase.co.kr,,"환경센서, 센서 통합 MCU, 관리 S/W",,2,1,1,0,1
240,시설원예,동명,김순옥,20170101,금속구조물창호온실공사업,건설업,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,32917,충청남도 논산시 부적면 남마구평길 79,충청남도 논산시 부적면 마구평리 6-27,1층,0417337889,0417341740,yongdooli@hanmail.net,,"복합환경제어기,양액기,기상대,쎈서류","무인방제기,관비기,탄산가스발생기,유동팬,자동개폐기",3,1,0,2,3
241,시설원예,농촌사랑,김종주,20100127,하우스자동화시설 양액제어시스템외,제조업 도소매업외,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,62074,광주광역시 서구 매월2로 53,광주광역시 서구 매월동 948 광주산업용재유통센터,산업용재유통센터 5동 205호,0626031104,0626031105,farm1104@hanmail.net,,"텔팜시스템48, SNS V6 터치 IT",,3,1,1,1,1
242,"시설원예, 축산",청운네트웍스,김명식,20160701,"cctv, 시스템통합개발 및 유지보수, 방송, 정보통신시스템",정보통신업/도.소매/서비스,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,39375,경상북도 구미시 산호대로 179,경상북도 구미시 공단동 262-4 부광시장,"부광상가 1층 18호, 19호",0544639110,03033445911,04cctv@naver.com,http://chungwoon.net,NVR / DVR / HD CAMERA,무선영상전송시스템 / 무선네트워크시스템,3,1,1,1,1
243,"시설원예, 축산",주식회사 스맥,최영섭,19960301,"유선통신장치, 무선통신방송및응용장치/정보통신공사업/전기정보통신장비와부품","제조업, 건설업, 도소매, 서비스",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,50969,경상남도 김해시 주촌면 골든루트로 157-10,경상남도 김해시 주촌면 망덕리 876-3,주식회사 스맥,0313767212,07043321627,kanam88@esmec.com,,정보통신공사 전문,,117,19,31,67,4
244,"시설원예, 축산",동서산업,서강수,20170901,"방역기,안개분무 및 농축산기자재","도,소매",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,12601,경기도 여주시 금사면 금사로 64,경기도 여주시 금사면 외평리 54,성신빌 1호,0318832158,0318832159,ho201103@naver.com,http://dongseoks.com,"차량소독기, 안개분무 등 농축산기자재","열풍기, 대인소독기, 방역장비 등",,2,1,2,2
245,"시설원예, 축산",유비정보통신,은초롱,20150821,"서비스, 도소매","CCTV및 통신기기,무선통신,",O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,X,62369,광주광역시 광산구 사암로118번길 47,광주광역시 광산구 우산동 1047-26,1층 103호,05053339788,05040917117,ubsafezone@naver.com,,"CCTV, 발정탐지기,통합제어기, 안개분무기, 선풍기(휀)",CCTV,1,0,0,1,1
246,"시설원예, 축산",주식회사 마스터벨그로우,김미향,20180223,시스템 소프트웨어 개발 및 공급업,정보통신업,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,52504,경상남도 사천시 곤양면 성내공원길 12,경상남도 사천시 곤양면 성내리 194-2,1층 101호,0558528010,0558528011,master@balgrow.co.kr,www.balgrow.co.kr,온실 환경 모니터링 시스템,,7,3,2,2,2
247,"시설원예, 축산",(주)동양테크윈,"서미라, 김지평",20171101,유무선통신기기,제조,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,32276,충청남도 홍성군 홍북읍 첨단산단3길 122,충청남도 홍성군 홍북읍 신경리 198-110,동양테크윈,0416330340,0416330350,info@dytw.kr,www.dytw.kr,환경(습도.온도)제어시스템.원격및관수제어시스템.컨테이너팜,대인소독기,9,2,5,2,3
248,"시설원예, 축산",(주)디피엔,유선영,19990324,제조업,"통신기기,영상감시장치, 방송장비,",O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,18287,경기도 화성시 매송면 매송로 116,경기도 화성시 매송면 숙곡리 422-11,디피엔,01030347647,0312976059,ym@dpnms.com,www.dpnms.com,"CCTV IP 스피커, 스마트 가로등",,6,2,2,2,4
249,"시설원예, 축산",농업회사법인(주)힐링시스템,김정훈,20161209,제조업,축산기계,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O,X,31245,충청남도 천안시 동남구 성남면 대화2길 5,충청남도 천안시 동남구 성남면 대화리 59-4,농(주)힐링시스템,0415621123,0415623123,hlst7@naver.com,,"ICT제어콘트롤, 사료자동급이기, 사료빈관리기, 환경관리기, 팬, 안개분무기, CCTV, 발정탐지기","ICT제어콘트롤, 사료자동급이기, 사료빈관리기, 환경관리기, 팬, 안개분무기, CCTV, 발정탐지기",70,6,55,9,10
250,"시설원예, 축산",주식회사 원탑정보기술,박진영,20210714,정보통신공사업외,건설업,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,57143,전라남도 함평군 함평읍 수산길 11,전라남도 함평군 함평읍 수호리 206-13,,0613242413,05041429734,hs1490@nate.com,,정보통신공사 전문,,2,1,0,1,2
251,"시설원예, 축산",반도산전(주),서보석,19940901,"정보통신공사, 전기공사, CCTV, 통신기기","건설,제조, 도매",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,48059,부산광역시 해운대구 센텀중앙로 78,부산광역시 해운대구 우동 1462 센텀그린타워,", 1308호(우동 센텀그린타워)",0518088556,0518088756,bando8556@chol.net,,정보통신공사 전문,,43,5,31,7,5
252,"시설원예, 축산",골든팜TTS,김혜경,20180801,도소매,축산기자재,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,X,56214,전라북도 정읍시 소성면 보화1길 125,전라북도 정읍시 소성면 보화리 181-4,골든팜,01082446494,01082446494,yunmansik6494@hanmail.net,,"양돈, 양계, 우사ICT제품",,1,1,0,0,1
253,"시설원예, 축산",엠티코리아(주),이동배,20110316,제조업,제조,O,O,O,O,O,O,O,X,X,O,X,O,X,O,X,X,X,X,46741,부산광역시 강서구 화전산단2로134번길 33,부산광역시 강서구 화전동 589-9,엠티코리아(주),0518325870,0518325730,"gene@mtk21,co.kr",,"냉방기, 송풍기",,11,5,3,3,3
254,"시설원예, 축산",주식회사 유프레시,강용수,20150420,"스마트제어기기,작물재배지원서비스,농산물,소프트웨어개발및공급,상품종합중개업","제조업서비스,도소매서비스,도소매",O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,O,O,X,63169,제주특별자치도 제주시 중앙로14길 21,제주특별자치도 제주시 삼도이동 154,113호,0647620420,0648050520,ufresh@@ufresh.kr,,스마트팜환경제어기,,5,3,1,1,2
255,시설원예,은성농자재주식회사,박혜경,20180101,건설업.도매 및 소매업,하우스시공.금속구조물.창호공사업 외,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,33176,충청남도 부여군 석성면 왕릉로 702,충청남도 부여군 석성면 증산리 1284-28,,0418351376,0418321376,ko8170@hanmail.net,,구동기-통합제어기(디지털제어기)-Raspberry Pi 4 Model B.특정소출력 무선기기 외,,4,2,0,2,1
256,"시설원예, 축산",주식회사아이온텍,안강운,20120501,"제조업, 사업서비스업","전자기기, 소프트웨어개발및 공급업",O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,21634,인천광역시 남동구 은봉로16번길 35,인천광역시 남동구 논현동 451-9 (주)아이비큐,(논현동),0327659058,0327659055,kangun@hanmail.net,http://www.iontec.kr,"모돈군사급이기,액상급이기,사료믹스급이기,모돈자동급이기,선별기,사료빈관리기,음수관리기,팬컨트롤러,정전감시기,환경관리기,악취관리기,냉방기,쿨링패드,게이트웨이,한우사료제어기,출력제어기,입력감지기,중계노드,관리소프트웨어",,15,3,4,8,10
257,"시설원예, 축산",주원산업,이미숙,20080604,"방역설비,축산기자재","제조업,도소매",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,33602,충청남도 서천군 서면 갯벌체험로 275-124,충청남도 서천군 서면 월호리 126-4,주원산업,0316570478,0316550476,ma2122@naver.com,,"차량소독장치,대인소독기,안개분무,콘트롤러",,3,3,0,0,3
258,"시설원예, 축산",(주)성진시스템,김성환,20151231,산업처리공정 제어장비 제조업(27216),"제조업, 도소매, 서비스업",O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,62317,광주광역시 광산구 목련로219번길 15,광주광역시 광산구 운남동 387-49,1층(운남동),16445892,0626812600,dokebe42@hanmail.net,WWW.16612682.COM,"ICT 융복합 제어기,CCTV,자동급이기,발정탐지기,안개분무기","정보통신공사,선풍기(휀),통합제어기,",12,3,8,1,3
259,"시설원예, 축산",(주)아톰정보통신,손정아,20191217,건설업,정보통신공사업,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,32517,충청남도 공주시 의당면 돌모루3길 29,충청남도 공주시 의당면 청룡리 507-22,1층,0418522439,0418582439,atom-2439@hanmail.net,,정보통신공사 전문,,8,6,1,1,4
